职位名称,薪资,技能要求,学历要求,工作经验,公司名称,城市,招聘负责人,福利,职位链接
游戏客户端开发-腾娱互动,12-24K·14薪,['UE4'],本科,3-5年,腾讯,深圳,李女士,餐补, 股票期权, 节日福利, 交通补助, 住房补贴, 免费早晚餐, 免费班车, 员工旅游, 带薪年假, 年终奖, 补充医疗保险, 包吃, 免费健身房, 定期体检, 零食下午茶, 五险一金, 公仔周边活动,https://www.zhipin.com/job_detail/942f17d5b627a7041HFz2Ny7FFdQ.html?securityId=rg9k_qpvr5JiM-n1YqU6aVFNWimFBdxKkODLnMKs1JoQoGFeELboCdpC2tSAk12EM13MJUrGpWorbrFcFoAgh78WVN_ImrXUNOiAWyfKyuY_LJOoYcVX
机器学习平台运维工程师（AIGC/大模型方向,35-55K·16薪,['Golang', 'Python/Shell', '运维开发经验', '机器学习系统', 'AI平台'],本科,3-5年,腾讯,深圳,杨女士,包吃, 补充医疗保险, 节日福利, 五险一金, 带薪年假, 交通补助, 定期体检, 公仔周边活动, 餐补, 住房补贴, 股票期权, 免费班车, 免费早晚餐, 年终奖, 员工旅游, 免费健身房, 零食下午茶,https://www.zhipin.com/job_detail/737a89f88442f7911HRz29i4ElBT.html?securityId=LQblWqvRTlXmH-V1y8aujDvCofpG-nQMtrCU3mG8B4wK0bXW_eLpm4m1D3otb4nwU8yH6pHvKMfAvTb31plyIlUx5xeDgAZtITP8TrREC7x1w6-sMfw~
QQ浏览器-RAG算法工程师,300-350元/天,['机器学习', '大模型算法', '强化学习', '深度学习', '自然语言处理算法', '搜索算法', 'C/C++', 'Python'],硕士,,腾讯,北京,卢先生,餐补, 定期体检, 交通补助, 包吃, 住房补贴, 五险一金, 股票期权, 年终奖, 免费早晚餐, 免费班车, 节日福利, 补充医疗保险, 员工旅游, 免费健身房, 零食下午茶, 带薪年假, 公仔周边活动,https://www.zhipin.com/job_detail/ea6dbef6bbe5e28403V62tm8EFZT.html?securityId=wNWRdclx-FaUf-z1x9IdXYNZHfMRoARaz3rdjLqOwSs4x_OvHo4gUhXGx1xVegrJbMgv70EfSmRKIDPLhbLLm9amasYLkiNLnXikVZdTL62e-kYw
微信视频号内容安全算法高级工程师(广州),65-95K·15薪,['深度学习', '风控算法', '算法工程化经验', '发表算法相关优秀论文'],本科,3-5年,腾讯,广州,罗先生,补充医疗保险, 定期体检, 员工旅游, 免费健身房, 包吃, 餐补, 带薪年假, 股票期权, 节日福利, 免费早晚餐, 住房补贴, 五险一金, 零食下午茶, 年终奖, 交通补助, 免费班车, 公仔周边活动,https://www.zhipin.com/job_detail/2c85d58d72cba85b03Z83Nq0EFtT.html?securityId=oV6qBpExwMx69-w11S0q4hZVDyVK_1q4OVS2fIW7uaGny09gHk5muWgUMhoNXSPbDHZ24RyNaBh3JND-bLqlcsRRkUyGGPI0OytQHPPyFK-eLRln08y3nllR8axrsVuAIgNEFtGQ1XiOsi1wXcxr37HF
微信搜索-搜索LLM算法工程师(北京),50-80K·15薪,['大模型算法', '强化学习', '搜索算法', 'Python', 'C/C++', 'Java'],本科,5-10年,腾讯,北京,郭先生,餐补, 公仔周边活动, 免费班车, 年终奖, 节日福利, 员工旅游, 五险一金, 住房补贴, 定期体检, 免费健身房, 交通补助, 补充医疗保险, 包吃, 带薪年假, 免费早晚餐, 零食下午茶, 股票期权,https://www.zhipin.com/job_detail/8d381860247e8abb03d63Nq0F1ZY.html?securityId=JF78z56ks6DFa-Q1cOXggGA4YHwUJcdwtYYpoXAiahLT4NQWT4Lu_ky8bDxqQWwCSCvGKPnO0syZ5to4qtUHPzoUYyuWb-Ehf2ZUYGm5UxpeEaCRN-W5
微信小店-推荐算法工程师(广州),30-60K·17薪,[],硕士,1-3年,腾讯,广州,郭先生,股票期权, 补充医疗保险, 免费班车, 定期体检, 住房补贴, 餐补, 节日福利, 带薪年假, 员工旅游, 免费健身房, 交通补助, 公仔周边活动, 零食下午茶, 免费早晚餐, 年终奖, 五险一金, 包吃,https://www.zhipin.com/job_detail/e1b6409eb161af4103Z63t29FlNV.html?securityId=6l6w_XZbzVPXU-z1jYDhrRPnOL6jW2BPZ2YagGkKWaHIPox6NjaNIKlWjOvKXlHKAyC4HYqwGPfbzcL6CXqnGUaD_2Rb8DrqAlaoDHU6ZDesZxNrvov5
TEG09-腾讯云CDN后台研发工程师 （云智）,14-24K·14薪,['C++', 'MySQL'],本科,3-5年,腾讯,长沙,刘女士,零食下午茶, 交通补助, 带薪年假, 包吃, 股票期权, 公仔周边活动, 节日福利, 五险一金, 免费早晚餐, 免费班车, 员工旅游, 年终奖, 定期体检, 补充医疗保险, 住房补贴, 餐补, 免费健身房,https://www.zhipin.com/job_detail/6f2f3a2d571bd9dd1HN83di7ElJZ.html?securityId=9PG2LkuWDqvjM-F1aYYwCyaMdwPei5ggbouVqQwKLYTSKTqqBROedzmfE6ESVYQuHPKzRGY2Eumby-de8IFO5vsEOSLZozMoTugszOrAH9Ct8M6qVCY~
腾讯广告-算法工程师-AI审核方向,40-65K·15薪,['大模型算法', '广告算法', 'Python'],硕士,3-5年,腾讯,北京,高先生,交通补助, 补充医疗保险, 免费健身房, 五险一金, 股票期权, 公仔周边活动, 免费班车, 免费早晚餐, 节日福利, 年终奖, 包吃, 零食下午茶, 餐补, 住房补贴, 定期体检, 带薪年假, 员工旅游,https://www.zhipin.com/job_detail/9ccc64d12136372903Z83ti1GVtT.html?securityId=3W5TSUknjFlmt-01j2yZ7NXctH_WZcM4Ac56tpzvQXTt3V4_NHoZv7Q3ZGLjbuqNuSmxr-_BIeNxXE3fhJMhxEgAtOM-G6B7YK8tCMKUk5txscxaDZ7-eLVRK8nsmWali2ogc7dGdiwShuDIqPeYR-W5
游戏系统策划-腾娱,12-20K·14薪,['RTS游戏', 'UGC', 'MOBA游戏', 'RPG游戏', '游戏商业化系统', 'Roblox', '商业分析', '活动设计'],本科,3-5年,腾讯,深圳,饶女士,零食下午茶, 节日福利, 年终奖, 股票期权, 餐补, 补充医疗保险, 带薪年假, 免费早晚餐, 免费健身房, 包吃, 免费班车, 五险一金, 交通补助, 员工旅游, 住房补贴, 定期体检, 公仔周边活动,https://www.zhipin.com/job_detail/d59bcb28e9bce80f03R60t-9ElRW.html?securityId=6ePpwZOLM3tLH-812Do6IO272wlmFZSu9_lYWElYR09UP5rIC30MXIZeHZk-WMvhu1DyqFWcXeiVgjPeOg96RVhixtkwOluefzaVtsSQ_nf7TKSBdUE~
