职位唯一标识(encryptJobId),职位名称,薪资,技能要求,学历要求,工作经验,公司名称,城市,招聘负责人,福利,职位链接
0fb93439352cb68003B63tq6EFNT,ima-策略产品经理,30-60K·15薪,"['机器学习类AI', '语义类AI', 'C端产品', 'B端产品']",本科,3-5年,腾讯,北京,廖女士,"餐补, 股票期权, 零食下午茶, 免费班车, 免费早晚餐, 免费健身房, 住房补贴, 交通补助, 补充医疗保险, 五险一金, 带薪年假, 节日福利, 包吃, 员工旅游, 定期体检, 公仔周边活动, 年终奖",https://www.zhipin.com/job_detail/0fb93439352cb68003B63tq6EFNT.html?securityId=fJuWXO-pPO5xa-W1EiQ9aUT5tZMSecFZeFB-gnAkxgNrIBYbdpoLyyMYXSkz_B4s0OKZ1ve6S783iBDo5VrjewNtmpikFEXezVxuA3UJ7bfvHqQVthZb9_agYnKYly1CFbrZ4v3d_kGkGF93r5wa_Pcy
35f1dc6d116cfa1003Z93t26FVBZ,云计算AI平台开发工程师-西安（云智）,14-22K·14薪,"['C++', '高性能']",本科,3-5年,腾讯,西安,范女士,"员工旅游, 带薪年假, 住房补贴, 免费班车, 零食下午茶, 节日福利, 免费健身房, 五险一金, 交通补助, 年终奖, 股票期权, 包吃, 公仔周边活动, 免费早晚餐, 定期体检, 餐补, 补充医疗保险",https://www.zhipin.com/job_detail/35f1dc6d116cfa1003Z93t26FVBZ.html?securityId=NeY3Cc-8r3EoC-v1YCTRgUGYNKRC0HTHbGyjMTfUCTZStS3xqTMfy-ITRF91CGerinNpFWg6IPogD5Ur4EWw0CFhp9WJoiGw7y8DO390VfyaDGR64aU~
7652541955d4763b1HV-2tq1GVdS,腾讯云数据库产品架构师(公有云),30-50K·14薪,['数据库解决方案架构师'],本科,5-10年,腾讯,上海,田先生,"定期体检, 免费早晚餐, 交通补助, 包吃, 餐补, 带薪年假, 股票期权, 零食下午茶, 员工旅游, 节日福利, 公仔周边活动, 免费健身房, 免费班车, 补充医疗保险, 年终奖, 五险一金, 住房补贴",https://www.zhipin.com/job_detail/7652541955d4763b1HV-2tq1GVdS.html?securityId=dnDM61JEDkdIp-b1ThHtfVRVzTDl02VcCKcIE4zdKWvWNyloeFDHQE3rWxeK2e6_zQGK2BDKf0PlsZf5C6PEF-kaltA6rZdRLR8KSvf2ggYJ9qfkZjg1
f2328735398195ee03B62Nm8GVVS,AI​大模型开发工程师,12-24K·14薪,"['Golang', 'Java']",本科,3-5年,腾讯,厦门,程女士,"包吃, 员工旅游, 年终奖, 免费健身房, 餐补, 免费班车, 定期体检, 带薪年假, 零食下午茶, 节日福利, 住房补贴, 交通补助, 补充医疗保险, 公仔周边活动, 五险一金, 免费早晚餐, 股票期权",https://www.zhipin.com/job_detail/f2328735398195ee03B62Nm8GVVS.html?securityId=krNa0j6FAp3hY-21CL2p9Of875Te6AKO6z3TvmMxZ6BQoud60lzS_JSvEXw_2giHsTqAdhIHJmeIlK60mt59Sr47jImfYAFcifmA6dSN_HeRgu8hGyw~
1b24fd6f7798859e1HB429S4ElBX,3d动画师-腾娱互动,11-19K·14薪,"['Unity', 'Maya', '动作冒险']",大专,1-3年,腾讯,武汉,康女士,"补充医疗保险, 五险一金, 股票期权, 员工旅游, 零食下午茶, 带薪年假, 年终奖, 免费健身房, 免费早晚餐, 餐补, 免费班车, 节日福利, 住房补贴, 定期体检, 公仔周边活动, 包吃, 交通补助",https://www.zhipin.com/job_detail/1b24fd6f7798859e1HB429S4ElBX.html?securityId=Ej04ydhr32BzX-g1QLUhHDnbis8t_NI1VQol972A42HBC3fcFt2hej1EVXcT9oHxKvYP_7mVQhFVbANEXOgYmhbQzebdXf9vOrO4AHdzhjXhCwIa_w8~
add370460f38f11303Z-09m_GVFU,腾讯深圳AI业务高级全栈开发工程师,35-65K·15薪,"['node', '前后端', 'JavaScript/TypeScript', 'node.js', 'Node.js开发经验', '服务端开发经验', '前端', '全栈', 'Node.js', '后端', '前端开发经验']",本科,5-10年,腾讯,深圳,李女士,"五险一金, 交通补助, 补充医疗保险, 股票期权, 年终奖, 定期体检, 住房补贴, 免费班车, 零食下午茶, 节日福利, 公仔周边活动, 带薪年假, 包吃, 餐补, 免费健身房, 员工旅游, 免费早晚餐",https://www.zhipin.com/job_detail/add370460f38f11303Z-09m_GVFU.html?securityId=zuxKyCnyTZK33-51qFWKnmttHdMcGHBbv_CCzaaWA5nAvsdiG1ru26hzXIsOdR_rvMxb5zVEjWm7up2dgbN2R_whYHpCogcdYpgodgW0gJXrSWNgt-A~
06cf35033c3fa8ea3nB63tW1F1A~,移动web前端,20-40K·16薪,"['前端开发', 'JavaScript', 'HTML5', 'Vue', 'Node.js', '计算机/软件工程相关专业', '前端开发经验']",本科,1-3年,腾讯,深圳,邵先生,"住房补贴, 餐补, 免费早晚餐, 带薪年假, 股票期权, 公仔周边活动, 节日福利, 免费班车, 定期体检, 五险一金, 年终奖, 包吃, 补充医疗保险, 零食下午茶, 免费健身房, 员工旅游, 交通补助",https://www.zhipin.com/job_detail/06cf35033c3fa8ea3nB63tW1F1A~.html?securityId=PFg7MNAxCaW7K-_1pN_TNU4Vy7zvC-8NeJ7km_sioJ9c39badc1QfYOU_8TNBv5Z7Wd-XEgW1K9kwldBT8NCK6smb1bnHkKoS0LPTJxaId4XcsXYdUk~
89e714a6c219588f1HF52dq5E1pW,研发效能技术架构师（深圳/北京）,30-50K·16薪,"['devops', '研发效能']",本科,3-5年,腾讯,深圳,李先生,"员工旅游, 补充医疗保险, 五险一金, 年终奖, 包吃, 免费班车, 餐补, 零食下午茶, 公仔周边活动, 节日福利, 免费早晚餐, 带薪年假, 定期体检, 住房补贴, 交通补助, 免费健身房, 股票期权",https://www.zhipin.com/job_detail/89e714a6c219588f1HF52dq5E1pW.html?securityId=JZ-FP0WF3hWQw-F1g1DKRUfLZdTG3GrZHdeKfFUfcgOTYQQuZNu4kEz3t1F_B2wATXki7eDAVmd6vUrn08r8j76ffIIMToMp5FZ5pGHfEwI_fHpx7g~~
9cd19c89413019dd03d83ty_E1dT,腾讯云网络高级后台开发工程师,30-60K,[],本科,5-10年,腾讯,杭州,孙女士,"股票期权, 节日福利, 免费早晚餐, 带薪年假, 交通补助, 补充医疗保险, 员工旅游, 餐补, 免费健身房, 年终奖, 定期体检, 公仔周边活动, 五险一金, 零食下午茶, 住房补贴, 免费班车, 包吃",https://www.zhipin.com/job_detail/9cd19c89413019dd03d83ty_E1dT.html?securityId=Zbxaic_4Kghgy-h1AKJpEorqTy5JwJqLNBYrB4q6fG7tFCPGJyR9r-inkXtbeJHdFMbYrM330LCPSOQqZas51_miPnuGHr6MyrpLxkn89OmgUDMlqQ~~
fb1ebcf67e040c5c03R72du1E1VW,技术美术-《洛克王国》腾娱,11-20K·14薪,"['Houdini', 'Blender']",大专,3-5年,腾讯,武汉,陈女士,"员工旅游, 包吃, 交通补助, 住房补贴, 零食下午茶, 公仔周边活动, 免费健身房, 股票期权, 定期体检, 年终奖, 五险一金, 带薪年假, 餐补, 免费早晚餐, 节日福利, 免费班车, 补充医疗保险",https://www.zhipin.com/job_detail/fb1ebcf67e040c5c03R72du1E1VW.html?securityId=fG6JeJ3OEKXoE-I1ty1Zzy5pO7gASn_FC26pg9H6-kJ2URhbsxPIX9igPr6huXCHyettErGUbUXH-fuLcECoRX4TunHyrxCX-Og7N_Ov4s3bFthi2io~
e0e67e10f5fe0d511Hxy3d65GVVQ,腾讯云-泛互联网行业解决方案架构师,30-60K·15薪,['云计算架构'],本科,5-10年,腾讯,深圳,余女士,"五险一金, 定期体检, 补充医疗保险, 节日福利, 股票期权, 公仔周边活动, 员工旅游, 免费班车, 餐补, 交通补助, 包吃, 年终奖, 免费健身房, 带薪年假, 零食下午茶, 免费早晚餐, 住房补贴",https://www.zhipin.com/job_detail/e0e67e10f5fe0d511Hxy3d65GVVQ.html?securityId=1XgM0JAceAkqI-j1p8E1eM4aqjwBiaKxZgX1yemD3K9ohfo-d2YEpW0xOJAY9Q6Yq_O7kUt9aB3v4_o4b9aJAJP_qSEukr0flfuUDb1n0xrCGpfzfV0~
e19bfa04a7c81ac903V43dW4ElZV,腾讯投资分析实习生（理工方向）,450-500元/天,"['接受实习/在校生投递', '全栈无侧重', '计算机相关专业', '全栈项目经验']",本科,,腾讯,上海,雷女士,"股票期权, 免费健身房, 免费班车, 包吃, 住房补贴, 免费早晚餐, 节日福利, 补充医疗保险, 餐补, 公仔周边活动, 定期体检, 零食下午茶, 员工旅游, 五险一金, 交通补助, 年终奖, 带薪年假",https://www.zhipin.com/job_detail/e19bfa04a7c81ac903V43dW4ElZV.html?securityId=DA0Pddq8JwDM6-r1idtybCTxtxf65wvxLCOsA9y1Bw6_R0DoXvb-VWLbQS94mxSTzGrMtkIGo3ZCQLyr2Q5bqxm_FDUBxe5IQfTcXiBzPm3uuGvyzSRUb_oTOp1LZ-tIdefuZttaVESeBZ54T-ZTP_Vw
90c222f02b2ee0a31HFz3ti_GFVT,图数据库内核开发工程师（北上杭深）,50-80K·15薪,"['C++', '分布式经验']",本科,5-10年,腾讯,北京,熊女士,"免费健身房, 免费早晚餐, 零食下午茶, 年终奖, 包吃, 五险一金, 员工旅游, 股票期权, 餐补, 交通补助, 节日福利, 定期体检, 住房补贴, 免费班车, 补充医疗保险, 公仔周边活动, 带薪年假",https://www.zhipin.com/job_detail/90c222f02b2ee0a31HFz3ti_GFVT.html?securityId=N8NEotjYyLhNq-H10tH7-PHfPYatcsNBsDgA-BMVzcREeQpGfO74kAW-raHV5vACM0bAncCntBMBfBhNIM4C7uMEclWiPaUq5eV5-29rGCONNVHaz1Dw
d3620584048e249903F83Ni6FlRX,"[C++,golang]后台开发工程师",30-60K,"['Golang', 'Java', 'C++', 'C', '分布式经验', '微服务经验', 'MySQL', 'Redis']",本科,3-5年,腾讯,深圳,马先生,"补充医疗保险, 节日福利, 免费班车, 有无线网, 意外险, 免费健身房, 年终奖, 交通补助, 员工旅游, 五险一金, 带薪年假, 公仔周边活动, 团建聚餐, 定期体检",https://www.zhipin.com/job_detail/d3620584048e249903F83Ni6FlRX.html?securityId=qDrTI5I5ovZS7-P1N9ofvULiy-xompxz3Ob4wAdJ-rtEoB_aKU6RBiHcTkgKJZVNkt9d8qXYWBV403SHMey1irTZHFsoOhMa8VXCjmAHkrKFmQ~~
e64647d014d0da3003d_0tm-E1BY,3D角色设计（腾娱）,140-150元/天,['周末双休'],本科,,腾讯,大连,张先生,"定期体检, 五险一金, 团建聚餐, 交通补助, 意外险, 免费健身房, 员工旅游, 节日福利, 补充医疗保险, 免费班车, 带薪年假, 年终奖, 公仔周边活动, 有无线网",https://www.zhipin.com/job_detail/e64647d014d0da3003d_0tm-E1BY.html?securityId=ebIpCROD3ROTu-61SgJzJs_nLZBkHv9ddyZ3jCZ7doQpUIJCnV1xfYKp9Bs7pw5JGHENt8M6J6Q7AUxSkopd7DI2-SYWVAC17mwPlBhXVbSa
5a18d064f04b6f0d03B63tW0GFRW,ima-策略产品经理(深圳/北京),25-50K,"['B端产品', '策略产品', 'AI产品', 'agent']",本科,3-5年,腾讯,北京,陈女士,"公仔周边活动, 免费班车, 补充医疗保险, 免费健身房, 免费早晚餐, 员工旅游, 节日福利, 股票期权, 年终奖, 交通补助, 包吃, 五险一金, 住房补贴, 零食下午茶, 餐补, 定期体检, 带薪年假",https://www.zhipin.com/job_detail/5a18d064f04b6f0d03B63tW0GFRW.html?securityId=6PkpB188lqWYS-T1Uez5kdT6c6iyr5aBNjhzs_EAlzVs5cenWgaObmVJay4gdaNa5ovDbMWuOthaRQ-rlVO5Jq7cpRJHYQtuOqozqkODskgw0cF_EgIp
f6638a8b185bf41e1XR_3N27FFtY,SLG手游服务器开发,25-50K,"['Java', 'C++']",本科,经验不限,腾讯,上海,游先生,"免费早晚餐, 公仔周边活动, 股票期权, 节日福利, 交通补助, 免费班车, 住房补贴, 零食下午茶, 定期体检, 五险一金, 员工旅游, 带薪年假, 免费健身房, 包吃, 年终奖, 餐补, 补充医疗保险",https://www.zhipin.com/job_detail/f6638a8b185bf41e1XR_3N27FFtY.html?securityId=h0a0o1Czg6_rE-s1BSq2SEJgEMeLY1POzQAH78xkJlIz1g-4AkvNDpvLvIhR4vmzyXUUxIFcB0gSU5M3a1OYfPWWCkmOtb-w0XCHxWYvAlFZHC4wZX4~
3005a9f74c86dd6d1HNy09--EVNZ,混元aigc算法研究员-3d生成,40-70K·16薪,"['大模型算法', '多模态算法', '发表算法相关优秀论文', '参加算法相关竞赛/获奖', '3d生成']",硕士,经验不限,腾讯,北京,秦女士,"五险一金, 带薪年假, 公仔周边活动, 零食下午茶, 年终奖, 免费健身房, 免费班车, 定期体检, 交通补助, 节日福利, 餐补, 免费早晚餐, 股票期权, 员工旅游, 补充医疗保险, 住房补贴, 包吃",https://www.zhipin.com/job_detail/3005a9f74c86dd6d1HNy09--EVNZ.html?securityId=dmoXMM_YlLw3n-a1PeFOUJYPcgPJ2IBfTAE300P6kGPArRMbwYQDbBrRYoiOAMDIehnkbku0Fzx40zbibYgE0EzrZABayFjO1geCenQ-FEiRL0JxrtXr
645a7daa153db75c03d93tS6E1VX,游戏高级算法研究员,40-70K·17薪,[],硕士,3-5年,腾讯,深圳,孙先生,"包吃, 免费早晚餐, 公仔周边活动, 交通补助, 节日福利, 年终奖, 补充医疗保险, 定期体检, 股票期权, 带薪年假, 住房补贴, 零食下午茶, 五险一金, 免费健身房, 免费班车, 餐补, 员工旅游",https://www.zhipin.com/job_detail/645a7daa153db75c03d93tS6E1VX.html?securityId=yeK7RDGM-m9dD-W1xJ54jlBC5ZL381BU1-8fkKetMUvBo1P46-CaeF3aj9JOgBuB9FgzMmXgwy3fBhxaJVTFgWnINWLLJNmBlAoSszxeOP9PzajsXUc~
9f950cec51e468bb1H1z2ty0EVdU,安全测试实习生（项目实习生）,130-150元/天,"['渗透测试经验', '计算机/信息安全相关专业', '攻防对抗经验']",本科,,腾讯,深圳,刘先生,"补充医疗保险, 免费班车, 交通补助, 团建聚餐, 年终奖, 定期体检, 意外险, 节日福利, 公仔周边活动, 员工旅游, 有无线网, 免费健身房, 五险一金, 带薪年假",https://www.zhipin.com/job_detail/9f950cec51e468bb1H1z2ty0EVdU.html?securityId=CxHpA3eQWDXQz-F1_74ZqLb6rIFlh5DFSQAT5c4MFZm0NtanVDRYwlwdm_PcQoRwXNrWqB1WbIZ31Gv434oKHoCj_FfsEoWexVMsV5ZeiOIM
c92f67da609bf14603F90t--FlFZ,三角洲行动海外商业化运营,15-30K·16薪,[],本科,3-5年,腾讯,深圳,房女士,"定期体检, 团建聚餐, 有无线网, 交通补助, 意外险, 员工旅游, 补充医疗保险, 带薪年假, 年终奖, 节日福利, 公仔周边活动, 免费班车, 五险一金, 免费健身房",https://www.zhipin.com/job_detail/c92f67da609bf14603F90t--FlFZ.html?securityId=_EhewDVEsAxFG-e1dootcORiOwwzJo1uLmoeAvighI6kxHkthJB53LgXlAYV8fL_I-zNxI6DcbaIpPQ7g8c-cT0FAJGQXfcDlqfZSuADkcEDPQ~~
8108b671d712f5cc03B63tS5ElNW,QQ浏览器-高级产品策划经理-agent方向,30-50K·15薪,"['Agent', 'C端产品', 'AI产品']",本科,3-5年,腾讯,深圳,陈女士,"五险一金, 免费健身房, 补充医疗保险, 年终奖, 住房补贴, 交通补助, 节日福利, 股票期权, 员工旅游, 公仔周边活动, 带薪年假, 零食下午茶, 定期体检, 包吃, 免费早晚餐, 餐补, 免费班车",https://www.zhipin.com/job_detail/8108b671d712f5cc03B63tS5ElNW.html?securityId=g68DpmFvZAB7n-y14vbpgMdTCkxb1K2xkSWa9jtY-2IAFuwAt5yHO7Y12rb_XMf5_-79fbykJpOv5HXX7u_F18N7-hkNeuGbjVAnL4Qa5CwSXjkKOrVs0J1KlRbtsaJWxvFZ6fC2ECYXmEJ0Hp-rfkGg
702ffe1738e0835e03B73di6GFNZ,【腾娱】UE特效（雪中悍刀行）,12-20K·13薪,"['五险一金', '带薪假期', '年终奖', 'MOBA游戏', '周末双休', '仙侠风', 'UE4', '餐补', '动作冒险']",大专,1-3年,腾讯,广州,何女士,"包吃, 员工旅游, 零食下午茶, 公仔周边活动, 免费健身房, 五险一金, 定期体检, 餐补, 住房补贴, 补充医疗保险, 年终奖, 股票期权, 带薪年假, 免费班车, 节日福利, 免费早晚餐, 交通补助",https://www.zhipin.com/job_detail/702ffe1738e0835e03B73di6GFNZ.html?securityId=-4tOra1iqrUpu-I1BImcNOWOerGpPV3Fe2SSpFWikPfQviwug5UoFBdrnK-MGI9zabNSGC2sfZDHXfsbjwayOLMYp-yj465N1G6MvKySrxjPiy3sW_g~
b7d9988291ef853903R93N2-GVpV,内容生态安全审核,5-6K,"['接受夜班/倒班制', '不接受居家办公', '图片审核', '内容审核', '文本审核', '视频审核', '语音审核']",大专,经验不限,腾讯,重庆,徐女士,"住房补贴, 免费班车, 员工旅游, 定期体检, 股票期权, 包吃, 年终奖, 带薪年假, 五险一金, 餐补, 补充医疗保险, 零食下午茶, 交通补助, 免费早晚餐, 公仔周边活动, 免费健身房, 节日福利",https://www.zhipin.com/job_detail/b7d9988291ef853903R93N2-GVpV.html?securityId=sLLe0I-oiBmyY-R1un7irRqSHM1ztE21IM1aXsI0KRglGTjz_zs_FX-T2534hTtUiY3NphvP2ACYG8H7qHr_gC6ABStUVnt139T5tn2xKVYzgAp9Jszr
031f3efe897b62f103V40tW9F1pW,用户研究经理,20-40K·14薪,"['游戏研究', '用户研究', '市场分析']",本科,经验不限,腾讯,深圳,张女士,"节日福利, 定期体检, 五险一金, 补充医疗保险, 公仔周边活动, 交通补助, 免费班车, 免费健身房, 有无线网, 年终奖, 带薪年假, 团建聚餐, 员工旅游, 意外险",https://www.zhipin.com/job_detail/031f3efe897b62f103V40tW9F1pW.html?securityId=sv1WtsDc-Vt0g-M11N8v4Px5MKEC3T0fF7LtaLIvAczFnJvEa2cYFm1NhcEGByJyLNxC8tFXBV2CBMwwQfatKv0tG7Pg-q6WELysw0qquUmY
294de7e641f8142003V_09W9FldY,腾讯云代码助手-产品售前架构师(西安),20-28K·14薪,"['售前技术支持经验', '云服务', '其他类型SaaS/PaaS', '软件研发经验']",本科,5-10年,腾讯,西安,汪女士,"员工旅游, 公仔周边活动, 住房补贴, 交通补助, 包吃, 股票期权, 节日福利, 零食下午茶, 餐补, 免费早晚餐, 年终奖, 免费健身房, 定期体检, 免费班车, 五险一金, 补充医疗保险, 带薪年假",https://www.zhipin.com/job_detail/294de7e641f8142003V_09W9FldY.html?securityId=bvW49MJclnq0G-B1BDEa9XajjblmFQjklSu6-sS8I_CQhZMhSFduylSLdMEGnpaDI0qDlIonKrETXtG5Hp1ZAKGnUYhlooQaujC1p_KvGA8HZHYdK88~
3e7ee3ca17d042c41nx939-8FVFU,iOS,35-45K·16薪,"['IOS', '移动端', 'Objective-C']",学历不限,经验不限,腾讯,北京,赵先生,"定期体检, 团建聚餐, 员工旅游, 股票期权, 带薪年假, 公仔周边活动, 补充医疗保险, 交通补助, Q 米, 免费班车, 包吃, 零食下午茶, 免费早晚餐, 通讯补贴, 住房补贴, 节日福利, 年终奖, 餐补, 免费健身房, 五险一金",https://www.zhipin.com/job_detail/3e7ee3ca17d042c41nx939-8FVFU.html?securityId=yFIjU5qUftpET-r1EQK1XETE_YqkmxqiXDzip9t_GpDE2xkSRVpUET3AvWs1RMZrj9f8AkLBnxeQWM5RQk6BxdEo28UxTgM5VK0Rbo0eXBaDTCjl0T8~
daf3e07cbb67194d03dz3d--EFdQ,【校招】腾讯云轻量产品经理,14-17K·14薪,"['B端产品', 'C端产品', '商业产品', '云计算产品']",本科,在校/应届,腾讯,长沙,王女士,"交通补助, 补充医疗保险, 员工旅游, 定期体检, 免费健身房, 带薪年假, 零食下午茶, 包吃, 免费班车, 免费早晚餐, 餐补, 节日福利, 公仔周边活动, 年终奖, 股票期权, 住房补贴, 五险一金",https://www.zhipin.com/job_detail/daf3e07cbb67194d03dz3d--EFdQ.html?securityId=67hW4srdM3Y9Y-u1gCkvm-KTG7dx_CT2CdO8afPbxEaRJT_jwp3-jQOJ2epPasHmrJSPP-Zp437hLfDMEpXquc8Etqdr_S9x7elQLbFNPAZ9ASo-bfBP
a3cdb292916b78a81HF-3d-4FVpV,腾讯云-SRE工程师-DNS稳定性,15-25K·14薪,"['Python/Shell', 'Golang', '计算机相关专业', '运维开发经验', 'DNS']",本科,3-5年,腾讯,西安,李先生,"公仔周边活动, 免费班车, 补充医疗保险, 住房补贴, 股票期权, 零食下午茶, 节日福利, 定期体检, 免费健身房, 交通补助, 餐补, 年终奖, 五险一金, 员工旅游, 包吃, 带薪年假, 免费早晚餐",https://www.zhipin.com/job_detail/a3cdb292916b78a81HF-3d-4FVpV.html?securityId=jiJIa4hDwkBdC-s1j-fYS2fbwxjLhshezP-2qJHxjhR_dUJP9S5Z2zeMlT4ytJHppQ4C5CZ7jeVIIh8fsQvTTM02yn941JehplTN9x7L9ZJWCGBIXw~~
e82d88953246f4a01XNz29S-EFVQ,产品经理【内推】,20-40K·16薪,"['B端产品', 'C端产品', '中台/后台产品']",本科,1-3年,腾讯,北京,王先生,"团建聚餐, 定期体检, Q 米, 带薪年假, 补充医疗保险, 公仔周边活动, 交通补助, 包吃, 零食下午茶, 免费健身房, 住房补贴, 免费班车, 员工旅游, 年终奖, 股票期权, 五险一金, 餐补, 节日福利, 通讯补贴, 免费早晚餐",https://www.zhipin.com/job_detail/e82d88953246f4a01XNz29S-EFVQ.html?securityId=pLvGFcZVszLIS-m1lv-_t67GTJNH3FmauyMDWMjFW5wNgEroFo_BVnng8f8BO32wWuaS5RshUo84_p8syX3JlR5n_FUgWjgVj9nR_GUmxxOKyQBAnqc~
8201d11d5a1bbf671nZ70ti6ElZW,云服务器产品经理（本地、混合场景）,25-40K·14薪,"['产品设计', '云计算产品', '市场调研', '需求分析', '产品规划', 'TO B', '云计算']",本科,3-5年,腾讯,深圳,贾先生,"五险一金, 年终奖, 补充医疗保险, 节日福利, 免费早晚餐, 员工旅游, 餐补, 定期体检, 带薪年假, 零食下午茶, 住房补贴, 免费班车, 公仔周边活动, 包吃, 交通补助, 股票期权, 免费健身房",https://www.zhipin.com/job_detail/8201d11d5a1bbf671nZ70ti6ElZW.html?securityId=52CshlW9wB6z2-V15DSNVWPB89CYXSwPo47PcIv_IytshhN3IOqBY42Hx1sxLm7GtmqN-zbVubV-X9mcydfcab-txvivc0vkrzFFmbFWNyz-1DrUbc8~
3809b763a64e6f431X1-3N-1F1tW,后台开发工程师,25-50K·16薪,"['Golang', 'Java', 'C++', '计算机相关专业', '中大型项目开发经验', '系统架构设计经验']",本科,1-3年,腾讯,深圳,姜先生,"五险一金, 员工旅游, 定期体检, 节日福利, 团建聚餐, 年终奖, 补充医疗保险, 有无线网, 带薪年假, 免费健身房, 免费班车, 意外险, 交通补助, 公仔周边活动",https://www.zhipin.com/job_detail/3809b763a64e6f431X1-3N-1F1tW.html?securityId=mwIMXCkI4ZNAb-Q1y6ftLvvnxSistpwAjT_AESWshJ27rCce1EhMuwxKTHpN7AJZyMp5ofJKhWJdehhuG_oqPK1EEZ5i24kHq_Msrbck8SeM
ad66831bebf6fe801H192Ny4EFVQ,二次元项目-资深特效设计,30-60K·15薪,"['二次元', '动作冒险', '模拟经营']",学历不限,经验不限,腾讯,广州,李女士,"带薪年假, 定期体检, 股票期权, 免费健身房, 补充医疗保险, 住房补贴, 节日福利, 公仔周边活动, 零食下午茶, 包吃, 员工旅游, 免费早晚餐, 五险一金, 交通补助, 免费班车, 年终奖, 餐补",https://www.zhipin.com/job_detail/ad66831bebf6fe801H192Ny4EFVQ.html?securityId=mc9MCk4CF1nc2-c1vsh4DoxpgfJPFjbK_dF356sdWjEyO17PNkGenKxq6K6IVmpZ8K5AcnUm-56emBw3EL7VWSkrGWKXJODDfQLEg0Y_KCJDqacUEmI~
1dcccd41ed40f1521HJ609W-FVBT,王者世界测试工程师（美术向）—腾讯子公司,15-30K·14薪,['美术QA'],本科,3-5年,腾讯,上海,刘先生,"餐补, 免费健身房, 年终奖, 股票期权, 补充医疗保险, 免费班车, 员工旅游, 包吃, 住房补贴, 带薪年假, 节日福利, 免费早晚餐, 定期体检, 公仔周边活动, 交通补助, 五险一金, 零食下午茶",https://www.zhipin.com/job_detail/1dcccd41ed40f1521HJ609W-FVBT.html?securityId=zkA8-8FDfq0kk-o1uCUbk4da4EZEdBwP7LIEMDAVOhEvflI1PllX-GR7xqb_zvS3fOsNHwSbh7Og0llsRKap-Py7o0btx12nPTWKgTBGiiIyxNojx_w~
942160ccb17c62a11HJz09m1GFJQ,音视频开发工程师,20-30K·16薪,"['音视频开发经验', 'C++', 'C', '音视频编解码', 'FFmpeg', '音视频/流媒体开发']",本科,1-3年,腾讯,上海,许先生,"股票期权, 补充医疗保险, 包吃, 免费班车, 五险一金, 餐补, 住房补贴, 免费健身房, 定期体检, 带薪年假, 交通补助, 年终奖, 员工旅游, 零食下午茶, 公仔周边活动, 免费早晚餐, 节日福利",https://www.zhipin.com/job_detail/942160ccb17c62a11HJz09m1GFJQ.html?securityId=jAWyyLZbj8h3j-g1cT93Pcxr4e-ZxTfNC2QMjz73C_LpzRWo07T9QHLlpzwHUg1ndnHdStscWaAiLcxalHz1twC7PNRQTBn8ccLoRNM4nRXCbf5w418~
2abc4f949463d8be03Z82N20GVFQ,英雄联盟手游-资深系统策划,40-60K·15薪,[],本科,3-5年,腾讯,深圳,税女士,"员工旅游, 补充医疗保险, 公仔周边活动, 节日福利, 股票期权, 免费班车, 零食下午茶, 免费健身房, 带薪年假, 免费早晚餐, 定期体检, 餐补, 交通补助, 年终奖, 包吃, 五险一金, 住房补贴",https://www.zhipin.com/job_detail/2abc4f949463d8be03Z82N20GVFQ.html?securityId=mTdIbh8A6F-ks-U1D3B4oJa4GNImyniUL0hYI2iigRYdSwNS2F1dAbYXaKDyYUxQQ93h1AyXLH1dJQMSrKnCfgmWtzi4CjEPubYKbM12dhBFFnxrRzbw
a2b79c80876f1bef1HFz2dy6GFBV,大模型语音算法工程师,45-75K·18薪,"['Java', 'C/C++', 'Python', '计算机相关专业', '声学相关专业', '语音识别工作经验']",硕士,3-5年,腾讯,北京,朱女士,"五险一金, 节日福利, 住房补贴, 包吃, 股票期权, 公仔周边活动, 员工旅游, 免费班车, 补充医疗保险, 带薪年假, 免费早晚餐, 零食下午茶, 年终奖, 交通补助, 餐补, 免费健身房, 定期体检",https://www.zhipin.com/job_detail/a2b79c80876f1bef1HFz2dy6GFBV.html?securityId=TxjFOR2uvhzm--E1rqyKvvC06Uz8eWeQCuzlUtnu42Idg538L0mFO4bjB-xLmTQ_nhBgvmicYt4dI2fBGaIJfd7_zrsdjL-dUnh-v_7GT2D1zy0k6-bn
0b350e601dc102331XJ83t61FVZQ,ui动效设计师,12-20K·14薪,"['AE', 'PS', '3ds MAX', 'UI动效', 'VX']",本科,3-5年,腾讯,上海,潘女士,"免费健身房, 住房补贴, 餐补, 公仔周边活动, 节日福利, 五险一金, 年终奖, 定期体检, 免费班车, 免费早晚餐, 交通补助, 零食下午茶, 带薪年假, 股票期权, 员工旅游, 补充医疗保险, 包吃",https://www.zhipin.com/job_detail/0b350e601dc102331XJ83t61FVZQ.html?securityId=DqS5xbiim10kj-h1WZCIp01XSTGl18leBa6dsg_py3ybTu_tpTqapUwg4nQr6IRvmXMxb_4rsiOVikFzUMG85v03yVArYLSM5xcRBMqXaqeVY9IimiM~
