职位唯一标识(encryptJobId),职位名称,薪资,技能要求,学历要求,工作经验,公司名称,城市,招聘负责人,福利,职位链接
3ef77f4e1c368af61HN-2NS6GFFR,腾讯云-泛互/金融架构师(广州/深圳),45-65K·16薪,['云架构师'],本科,经验不限,腾讯,深圳,蔡先生,"免费健身房, 定期体检, 零食下午茶, 包吃, 补充医疗保险, 住房补贴, 免费班车, 餐补, 股票期权, 五险一金, 带薪年假, 节日福利, 公仔周边活动, 免费早晚餐, 交通补助, 年终奖, 员工旅游",https://www.zhipin.com/job_detail/3ef77f4e1c368af61HN-2NS6GFFR.html?securityId=ikyBPYRsJB65o-n1Xbba1IpmMkGCMwAnBn3j8ceUqotc3CFYwS4oZKwzUdx_HGYDixCdfbPgMHFWA-vhyirCTn1_8iLUeHSO8FSWrsqBU9bDkQuxOCI~
4b9f5a2b509ca6041Xx40t-6FVtQ,SDN/NFV高级研发工程师（武汉）,25-50K·14薪,"['Python', 'Java', 'C', 'Nginx', 'MySQL', 'Redis', '负载均衡技术']",本科,经验不限,腾讯,武汉,兰先生,"住房补贴, 股票期权, 定期体检, 零食下午茶, 餐补, 包吃, 员工旅游, 带薪年假, 公仔周边活动, 交通补助, 年终奖, 免费健身房, 五险一金, 免费班车, 免费早晚餐, 节日福利, 补充医疗保险",https://www.zhipin.com/job_detail/4b9f5a2b509ca6041Xx40t-6FVtQ.html?securityId=ml6LJLuRJPx10-L1Pm79eRxwHgq05rEjQiKs0UX6PYlMv5LQNduY5eC_vSkcyVOnhxQVa_tv5-P4SWxVsHfB73BsG41OIo5-Jkv1J5AeXuN67OSovCLx
cfa10d2247c7e72d1HJ-09i6F1VQ,云存储高级研发工程师,30-60K·15薪,"['Golang', 'C++', '操作系统', '存储']",本科,3-5年,腾讯,深圳,高女士,"交通补助, 员工旅游, 住房补贴, 零食下午茶, 带薪年假, 包吃, 免费健身房, 免费班车, 餐补, 公仔周边活动, 年终奖, 节日福利, 补充医疗保险, 股票期权, 五险一金, 定期体检, 免费早晚餐",https://www.zhipin.com/job_detail/cfa10d2247c7e72d1HJ-09i6F1VQ.html?securityId=Cacf3eTc-bb2R-U1LmNQqCnnyFXrC3VBoNRcvf08n0XtqAQWwn54nzsfcs5Md62cbUeIbHXKW2b96r1JR2hWpkT2mXNgf8R6vylC57Q8OFkgxgi3ZTas
3188f2e5a6dfb13d03Z439-0F1VV,高级游戏数据分析师,30-50K·15薪,[],硕士,5-10年,腾讯,深圳,郑女士,"员工旅游, 免费班车, 免费早晚餐, 零食下午茶, 包吃, 年终奖, 股票期权, 公仔周边活动, 餐补, 补充医疗保险, 节日福利, 免费健身房, 五险一金, 定期体检, 住房补贴, 交通补助, 带薪年假",https://www.zhipin.com/job_detail/3188f2e5a6dfb13d03Z439-0F1VV.html?securityId=fH1fC2pyb2rcn-N1HgK43MIiRkrlnyESmmar63HnHfZxiQZsVroL4rTcECnByg_logQSMXqGgg2tZSelLFqQArsP8i7QRcbCqqPgCs9uJ7JONPuNiFqD
6a2e6ffa5c64e43733Nz2tu8EFQ~,腾讯天美游戏VX设计师,15-20K,"['游戏', '游戏特效', '游戏界面设计']",本科,1-3年,腾讯,深圳,陈先生,"带薪年假, 补充医疗保险, 免费班车, 节日福利, 意外险, 年终奖, 员工旅游, 免费健身房, 交通补助, 公仔周边活动, 有无线网, 定期体检, 团建聚餐, 五险一金",https://www.zhipin.com/job_detail/6a2e6ffa5c64e43733Nz2tu8EFQ~.html?securityId=U4YKOZam4UD2e-b1fuNkD1wBaysn-pBEYaelpgZNOgf13TpjA0GG54vHY_P_oVca9cyztwilVGhswxF7c08A216WigkVFMMrlGHg_87SufY~
2f887c7cbdaf9a711Hd939m5EFFY,腾讯互娱市场与用户研究经理,15-25K·14薪,"['用户研究', '市场研究', '游戏研究', '营销研究']",硕士,3-5年,腾讯,深圳,徐女士,"免费班车, 公仔周边活动, 年终奖, 带薪年假, 节日福利, 交通补助, 团建聚餐, 定期体检, 免费健身房, 有无线网, 意外险, 员工旅游, 补充医疗保险, 五险一金",https://www.zhipin.com/job_detail/2f887c7cbdaf9a711Hd939m5EFFY.html?securityId=5DUZY270Pzhg2-n1Ho7MTP8On9ZdFNT8DjH49saZRgycTVWjH4jrb98urDv1c18qX5eJOCspYvKW1qso6wytAXsvxUqLWu51zT4kP46aDHXUKw~~
83e3099c2f25110203d92Ny8FlBX,高级商业分析师-云计算/AI方向,30-60K·15薪,[],本科,1-3年,腾讯,深圳,林先生,"五险一金, 补充医疗保险, 免费早晚餐, 员工旅游, 免费健身房, 包吃, 年终奖, 免费班车, 餐补, 定期体检, 股票期权, 公仔周边活动, 住房补贴, 零食下午茶, 节日福利, 交通补助, 带薪年假",https://www.zhipin.com/job_detail/83e3099c2f25110203d92Ny8FlBX.html?securityId=Popb9veWhsNgJ-x13kNmRhigEedTB4Ac69Mk09ie4FEGsXTLfjqdCq2Nh_xG54aMBf-dZBYdBWDJ2yXsJBi4i5079Xl3Ub0dslA672l7Pr1L2ZB7NimB
74055145e0ae268203Z909q6EldZ,云存储高级研发工程师(深圳),35-60K·13薪,"['C++', '分布式经验', '存储']",本科,经验不限,腾讯,深圳,肖女士,"零食下午茶, 免费健身房, 定期体检, 免费班车, 住房补贴, 交通补助, 节日福利, 股票期权, 员工旅游, 免费早晚餐, 带薪年假, 公仔周边活动, 年终奖, 补充医疗保险, 餐补, 五险一金, 包吃",https://www.zhipin.com/job_detail/74055145e0ae268203Z909q6EldZ.html?securityId=uMjUJLvcMsWMK-o1kKD03IRzmEVJlgEgU2RmiBqobMbwWf3pYE9U-fhuy9Hu0g4lmjA9aO6wJptgz5wyF-dkrcF-Dh0EWDyz1EaEDvHoqycYgnGen58a
7e7b24718ee5a8fe1HJ-09u0ElJT,存储研发专家,50-70K,"['C++', 'Golang']",本科,5-10年,腾讯,深圳,姚先生,"免费班车, 五险一金, 补充医疗保险, 公仔周边活动, 免费健身房, 免费早晚餐, 年终奖, 股票期权, 交通补助, 零食下午茶, 包吃, 定期体检, 节日福利, 带薪年假, 餐补, 住房补贴, 员工旅游",https://www.zhipin.com/job_detail/7e7b24718ee5a8fe1HJ-09u0ElJT.html?securityId=Cc_87cE3IUNIN-W1R9s2TpzWTLu3Hndmu1QCLaVrHQbjIfnZR4_uYvYxgy0VPNkizMcaOgyw-mAyiOTsC2gWUwKC-gHaNp5SwupPygfcoZU2LQ9_LXqp
d8909d74d7d787ac03B72Ny1E1NY,ima-策略产品经理（深圳/北京）,20-40K·16薪,"['B端产品', '其他方向', '云计算产品']",本科,3-5年,腾讯,深圳,黄女士,"员工旅游, 股票期权, 公仔周边活动, 五险一金, 带薪年假, 年终奖, 交通补助, 零食下午茶, 包吃, 补充医疗保险, 免费健身房, 定期体检, 免费班车, 住房补贴, 餐补, 免费早晚餐, 节日福利",https://www.zhipin.com/job_detail/d8909d74d7d787ac03B72Ny1E1NY.html?securityId=qYwNHpIydFhP1-W1HN5AYv5HZrzFjHMT3craejKFQIkuFnRcRzl_wRlsMncyWv0NocyFRrkSPFgByAHB5bkwrydxHzoB3qMzRuHqM4mtuUfKoK271d0~
b5c8da7f14303f8303Z82968F1JY,商业化-AI审核算法负责人,100-150K·15薪,"['大模型', 'AI', '广告审核']",硕士,5-10年,腾讯,北京,高先生,"年终奖, 餐补, 住房补贴, 包吃, 补充医疗保险, 节日福利, 零食下午茶, 定期体检, 带薪年假, 交通补助, 公仔周边活动, 免费班车, 股票期权, 免费健身房, 员工旅游, 免费早晚餐, 五险一金",https://www.zhipin.com/job_detail/b5c8da7f14303f8303Z82968F1JY.html?securityId=D5BqxjSfhIto--g1Aw8SEyy_8uQvudE2k_OirmirC9WvnR3d7m-S__EnJA28Mqnhuhf60-knDk_harhk3szKy51fUHlQy0Z1daJCzNnJkpg1T_kn6bK5
93aa145359e23b6b1HB43N-7FFBS,芯片设计工程师,30-50K·16薪,"['网络芯片', 'FPGA']",本科,3-5年,腾讯,上海,朱先生,"带薪年假, 补充医疗保险, 员工旅游, 零食下午茶, 免费班车, 五险一金, 定期体检, 年终奖, 节日福利, 住房补贴, 餐补, 包吃, 股票期权, 免费早晚餐, 免费健身房, 交通补助, 公仔周边活动",https://www.zhipin.com/job_detail/93aa145359e23b6b1HB43N-7FFBS.html?securityId=khzsMQEeUw4Kg-Q1N-_tHlvYTX3r0TTPz-_DI-icI6vDJjjceLcxg7zwpgVpz49OrL8FjDx3aGCXF3q_bAj2LcU5U_2Emb3iDUpkgV4bBsKWZers9Nlf
e827f89cd4f0cd4203d-2Nm8FVVT,系统策划（海外SLG方向）,15-30K·14薪,[],本科,经验不限,腾讯,深圳,卢先生,"免费健身房, 团建聚餐, 带薪年假, 定期体检, 免费班车, 补充医疗保险, 年终奖, 节日福利, 意外险, 五险一金, 交通补助, 有无线网, 公仔周边活动, 员工旅游",https://www.zhipin.com/job_detail/e827f89cd4f0cd4203d-2Nm8FVVT.html?securityId=_hxrNYl68IHBf-N1g6OYbxJqjKK7k5WU4SNmEo4VFej3imUV18hVW_drmj46d9mUnVtI9onXPyqkLIiEvFWVQ4P78OwAII37kBnwAXfSxm6GMQ~~
c7fa7f43a0a0131403d42d-9FlNZ,腾讯游戏游戏设备商务合作经理,20-40K·15薪,"['商户合作', '渠道/机构客户开发（销售方向）', '用户拉新', '品牌合作（市场/PR方向）', '品牌合作（商务方向）', '互联网/科技']",本科,5-10年,腾讯,深圳,李先生,"节日福利, 带薪年假, 员工旅游, 年终奖, 交通补助, 零食下午茶, 包吃, 免费健身房, 定期体检, 公仔周边活动, 补充医疗保险, 股票期权, 餐补, 住房补贴, 免费早晚餐, 五险一金, 免费班车",https://www.zhipin.com/job_detail/c7fa7f43a0a0131403d42d-9FlNZ.html?securityId=2uOwIe1YLMxTY-E1CTnxaSximoXENhdLY3Smut4hNidFy1K65KVwB9QVduCjSXpJqDJ_Sey0-45BqCXB9Q3Dyh_ME76GL4fNNBbUtmsSfbohrenmAnU~
f1772cf697b48dc41X1-2t68EFRR,《金铲铲之战》游戏合作管理（策划/PM）,15-30K·14薪,"['MOBA游戏', '自走棋']",本科,3-5年,腾讯,深圳,廖女士,"有无线网, 意外险, 员工旅游, 团建聚餐, 交通补助, 免费健身房, 带薪年假, 年终奖, 节日福利, 免费班车, 补充医疗保险, 定期体检, 公仔周边活动, 五险一金",https://www.zhipin.com/job_detail/f1772cf697b48dc41X1-2t68EFRR.html?securityId=CZ6Ut4JsoNei9-t1OzqXZ1sryEuKyNEaXgezC1fNlxupTHHrNIV11oOfRWULJZgjwwypTcVV6k7Kf75-yodCQo7IDPoeRTc2zpXsXniVHAsqMA~~
2f7792c57017eaf303Bz3dm9FltT,游戏动效设计师,15-20K·14薪,"['界面设计', '动效设计', 'PS', 'AE', 'UE4', '三维设计', '平面设计', '动作冒险', '半写实', '客户端游戏', '欧美现代', '手机游戏', '格斗游戏', '第三人称']",大专,1-3年,腾讯,武汉,杨先生,"免费班车, 定期体检, 有无线网, 团建聚餐, 补充医疗保险, 公仔周边活动, 免费健身房, 五险一金, 交通补助, 年终奖, 节日福利, 员工旅游, 带薪年假, 意外险",https://www.zhipin.com/job_detail/2f7792c57017eaf303Bz3dm9FltT.html?securityId=Au39GgLKCdQMd-91dlZWgnJZ1JYShlqFhYeA-cd_kiKPHM15IAtBuiKiAUp7wKrHHdQWSB2x7vs_5XChEx7_a2FoOVpFtCTP4xis8K01MINJ
9bb5e89e6eb1003103Zz2N26FlFV,游戏视觉设计师-腾娱互动,12-20K,['二次元'],学历不限,1-3年,腾讯,深圳,林先生,"包吃, 免费健身房, 五险一金, 住房补贴, 股票期权, 节日福利, 带薪年假, 交通补助, 公仔周边活动, 免费班车, 定期体检, 员工旅游, 年终奖, 零食下午茶, 餐补, 补充医疗保险, 免费早晚餐",https://www.zhipin.com/job_detail/9bb5e89e6eb1003103Zz2N26FlFV.html?securityId=JffAgddSVlYAJ-a17Eufh3BONhyZP5dijgpMJOPCcdNxoEWPgWOBasRr-mNa8mYoi0BXbs8sZ88OSLvxmMXYgPcJdW_Dt2B0xvINZjIegzqDHaYDAu2gf4A5n0oggnqSTYag_O1z-BLNXW44VSb18nkS
c564fa4859c615ae1HR72Nq_FVJW,前端开发工程师,15-25K·14薪,"['JavaScript', 'React', 'Node.js', '前端开发经验', '不接受居家办公', 'TypeScript']",本科,3-5年,腾讯,西安,文先生,"免费早晚餐, 年终奖, 公仔周边活动, 带薪年假, 餐补, 补充医疗保险, 住房补贴, 员工旅游, 包吃, 交通补助, 定期体检, 节日福利, 免费班车, 五险一金, 股票期权, 免费健身房, 零食下午茶",https://www.zhipin.com/job_detail/c564fa4859c615ae1HR72Nq_FVJW.html?securityId=WYy2cyd2DLXe0-Y1oixFsIxfg3usvZQnikUPTOQ3QDdwoz5GDr3edh9YtGahA8EUlFC-aDTSdCjE3uDdxydZ4rBG-Hh1OycccYdlNrx4Qpnc91p6arw~
b337ec78c5c08ec01XV90ti0F1dS,操作系统开发工程师,20-35K·14薪,"['C语言', 'C语言开发经验', '发行版', 'linux', 'rpm 制作', '计算机相关专业', 'Linux开发/部署经验', '嵌入式开发经验', 'Python']",本科,1-3年,腾讯,西安,朱先生,"年终奖, 免费班车, 员工旅游, 有无线网, 团建聚餐, 带薪年假, 定期体检, 公仔周边活动, 免费健身房, 意外险, 节日福利, 交通补助, 补充医疗保险, 五险一金",https://www.zhipin.com/job_detail/b337ec78c5c08ec01XV90ti0F1dS.html?securityId=phnYOYy6uHTki-Y1LdofCYgr6i3CgndUsB0R64nH6H3RBogk8rd3m8Wd6TD5kvSvAk1OmxVZu_mpEHEBuCHRjjQhmWGBkHQXWlrUb78G5lE~
ca91a20909d151c11HJ_2di7ElNX,UE大世界射击游戏客户端开发（子公司）,15-20K·14薪,"['UE4', 'C/C++', 'UE4开发经验', 'UE', '剧情', 'Squencer', 'Unity']",本科,1-3年,腾讯,深圳,程先生,"有无线网, 免费班车, 免费健身房, 意外险, 补充医疗保险, 交通补助, 公仔周边活动, 年终奖, 团建聚餐, 带薪年假, 节日福利, 五险一金, 员工旅游, 定期体检",https://www.zhipin.com/job_detail/ca91a20909d151c11HJ_2di7ElNX.html?securityId=IvCzOu_WOQuH8-d1WHmOkkki_oNXdxlVthk4DzLyqNJibu3o_y38Iob4zLZUKHFm00cM-QJjbgRfWoGDWfP6eXAWHWzzI8Z23qhOZndPe_0inG2yka7g9Zw1OZXpcvuk8f2LGfXcWivbbFhauQ~~
80aab6e829a38d7703Z_0tm9EVRU,公有云架构师,40-70K,"['微服务架构', '音视频编解码', '容器技术', '流媒体技术', '大数据架构', '云计算架构', '平台架构', '网站架构']",本科,3-5年,腾讯,广州,郑先生,"团建聚餐, 交通补助, 公仔周边活动, 有无线网, 节日福利, 免费健身房, 带薪年假, 补充医疗保险, 免费班车, 意外险, 定期体检, 员工旅游, 年终奖, 五险一金",https://www.zhipin.com/job_detail/80aab6e829a38d7703Z_0tm9EVRU.html?securityId=6aXo3DCX9pv1s-b1yxGhmsMCWfDdRllQgQMJa1w8Y20R31wAPsg2XvEV_gXFtt0JUW3vpZXE4zBcKsGQ5h-RZKWU-8voHDsjPa_YZJGIRufnEQ~~
607a24495d2b664403d939S-EVRS,王者荣耀世界-UE客户端-新星引力计划(上海),20-30K·15薪,[],本科,1-3年,腾讯,上海,郑女士,"免费健身房, 零食下午茶, 免费早晚餐, 定期体检, 节日福利, 带薪年假, 股票期权, 补充医疗保险, 交通补助, 餐补, 包吃, 员工旅游, 住房补贴, 免费班车, 公仔周边活动, 五险一金, 年终奖",https://www.zhipin.com/job_detail/607a24495d2b664403d939S-EVRS.html?securityId=jqpcwbD7CYdit-01k-rNRtWGXFU6lIdzcCER9-pyJAxTbvufHp1YLzeMpp7n7DVqYb4UQJBZrNhb23vbFI8umQ0gZmmR68rCsNgS7hUrCdcyZNv_7ek~
ac13faa7f72022821H1939q1F1tS,跨境汇款产品策划,20-40K,"['C端产品', 'B端产品', '金融产品']",本科,3-5年,腾讯,深圳,戴先生,"免费班车, 节日福利, 交通补助, 免费早晚餐, 股票期权, 员工旅游, 补充医疗保险, 餐补, 公仔周边活动, 定期体检, 包吃, 免费健身房, 带薪年假, 住房补贴, 零食下午茶, 五险一金, 年终奖",https://www.zhipin.com/job_detail/ac13faa7f72022821H1939q1F1tS.html?securityId=_5kQ6B1BBqtH--Y1LeTcIcvWY2NaLU2-Hn5pFFnEfnaY6BAMYMUKb9XtChsgkRuzKZ5vWghZSGJRUMBR2k8WQg3X1y3Ua6WvLgK3xzo_IY26LAx_EQY~
0cf2a25b5922082c1H1_2dy5FVtQ,中间件消息队列 Java 后台开发,20-35K·15薪,"['JVM', 'Java', '团队管理经验', '不接受居家办公', '分布式经验', 'Kafka', 'Redis', 'Zookeeper', 'MySQL', 'Netty', 'MyBatis', '云计算经验', '架构设计经验']",本科,3-5年,腾讯,西安,金先生,"节日福利, 交通补助, 免费班车, 公仔周边活动, 包吃, 定期体检, 住房补贴, 餐补, 员工旅游, 免费早晚餐, 年终奖, 零食下午茶, 免费健身房, 五险一金, 补充医疗保险, 带薪年假, 股票期权",https://www.zhipin.com/job_detail/0cf2a25b5922082c1H1_2dy5FVtQ.html?securityId=HqRniqH2GNEQM-i1dN3jHTbKdNt73-Of3cA4TLir30R_Cw7JKO0GnV0D7WzeLIHzZxZKDgiag1ijHOoCPDI0kVcvot8vPx-xPfn3tmbsGGLl1fdvJxI~
5cffa80fd352730703d_3NS4FlNU,算法工程师,22-40K·18薪,"['发表算法相关优秀论文', '搜索算法', '机器学习', '深度学习', '广告算法', '参加算法相关竞赛/获奖', '风控算法', '推荐算法', 'Python']",硕士,1年以内,腾讯,北京,张先生,"免费早晚餐, 通讯补贴, 员工旅游, 免费班车, 免费健身房, 团建聚餐, 餐补, 五险一金, 零食下午茶, 股票期权, 包吃, 补充医疗保险, 公仔周边活动, 带薪年假, 交通补助, 年终奖, 节日福利, 定期体检, Q 米, 住房补贴",https://www.zhipin.com/job_detail/5cffa80fd352730703d_3NS4FlNU.html?securityId=KCsuvUvBqFxe---1_gRZzbkpVfManNHOmyJfqvh2sgD0n-BHHIb1wvVILFEkMQZ-eePrd75IfCV7KtJKx7ihFMu_yKc-r9_T5MXGD6TqROIpF0DWPzyj
10a8f837b20a05aa03dy3929FlRV,UE5资深战斗系统开发-武汉,20-30K·14薪,[],本科,3-5年,腾讯,武汉,杨先生,"有无线网, 节日福利, 免费班车, 带薪年假, 交通补助, 定期体检, 团建聚餐, 免费健身房, 公仔周边活动, 补充医疗保险, 意外险, 员工旅游, 五险一金, 年终奖",https://www.zhipin.com/job_detail/10a8f837b20a05aa03dy3929FlRV.html?securityId=izyxhCFBQkEMU--1HOWSONztLEAty6eifo1QwWmfQc67xLmKwRx1Homk9OtqV25Q6u0KUWLRG097GA7dRxBePGYQl8_Sd1Qx2aJihSxbYiGbXg~~
7b3e02c7811753db03Z-09S8EFVU,竞争合规律师(深圳),35-45K,"['执业3年以上', '授薪制', '诉讼/非诉讼', '独立办案能力', '公司律师', '公检法工作经验']",本科,5-10年,腾讯,深圳,徐女士,"免费早晚餐, 餐补, 定期体检, 补充医疗保险, 零食下午茶, 带薪年假, 包吃, 年终奖, 员工旅游, 免费班车, 交通补助, 节日福利, 住房补贴, 股票期权, 公仔周边活动, 免费健身房, 五险一金",https://www.zhipin.com/job_detail/7b3e02c7811753db03Z-09S8EFVU.html?securityId=7OCaU6iRPuN9I-S1ihYds_58hyIWAbfgd3Kr8S5LXKPSAZhdxhQYfqzWTLh1nfrncbN9-0UQC8Njt_8TGop9PxODJY0J2o7tNgbiba_ld-zR3lsXzLg~
1bdbb97ef37d8bff1HZ93N-_FFRW,微信视频号直播带货安全系统开发工程师,50-80K·16薪,"['C++', '架构设计经验']",本科,3-5年,腾讯,广州,尹先生,"员工旅游, 交通补助, 免费健身房, 五险一金, 免费早晚餐, 节日福利, 年终奖, 股票期权, 包吃, 定期体检, 住房补贴, 免费班车, 公仔周边活动, 零食下午茶, 补充医疗保险, 带薪年假, 餐补",https://www.zhipin.com/job_detail/1bdbb97ef37d8bff1HZ93N-_FFRW.html?securityId=40Ull3mXHk3fz-41mQb2HFQj2MTFu7CmROK6tCQK2VLYo4DRHJN8fYQCfFDIg3q46FkhpdIHlJ4rRSmrtqMco4ui1V3npYMdh7feqiutNT35DC_xqw~~
610ba3fe437ccc8d1XR60969FldY,数据库DBA,20-40K,"['Oracle', 'NoSQL', 'Redis', 'MongoDB', 'PostgreSQL', 'SQL', 'Python']",本科,3-5年,腾讯,西安,谢先生,"零食下午茶, 带薪年假, 包吃, 住房补贴, 五险一金, 公仔周边活动, 交通补助, 定期体检, 餐补, 节日福利, 股票期权, 员工旅游, 免费早晚餐, 免费健身房, 免费班车, 年终奖, 补充医疗保险",https://www.zhipin.com/job_detail/610ba3fe437ccc8d1XR60969FldY.html?securityId=EM1Y41dyoyGoC-C1PCBoAMqOchir3W6EpCz6Lw90X80mkqM4aJrktzvi-SZArk265Cnoq6KOpRItc8h9H9Z-SmSOfc55R3NnEznOaWHum2-_9BZ94Pll
7797edb3a23a6fa703R439S0EVVX,视频号-信息风控工程师,30-50K,"['C/C++', 'Python', 'SQL', '计算机相关专业', '风控/安全策略经验', '机器学习算法/工程化经验', '自然语言处理经验', '深度学习经验']",本科,3-5年,腾讯,广州,邱先生,"员工旅游, 带薪年假, 餐补, 年终奖, 免费健身房, 公仔周边活动, 免费早晚餐, 定期体检, 节日福利, 交通补助, 股票期权, 免费班车, 包吃, 零食下午茶, 补充医疗保险, 住房补贴, 五险一金",https://www.zhipin.com/job_detail/7797edb3a23a6fa703R439S0EVVX.html?securityId=Ti59LgnEkF4VI-c1Xt9Cfn8Gxl733Zbc5PdpUV3B-LzG7xg5Io4t_EUfvpZJShMiOg-QfZVR0Z-PgW-C-pNJwpfgFF7RjVemZOlJQ5I-xSV9pYI_yeII
cee3170cf6f92dba1nN_3N-4FFZS,高级前端开发工程师,25-40K,"['前端开发', 'WEB开发', 'UE4开发', 'ES6', 'CSS3', 'HTML', 'Vue', 'Web端']",本科,3-5年,腾讯,深圳,屈先生,"五险一金, 团建聚餐, 补充医疗保险, 年终奖, 有无线网, 节日福利, 带薪年假, 免费班车, 定期体检, 意外险, 交通补助, 免费健身房, 员工旅游, 公仔周边活动",https://www.zhipin.com/job_detail/cee3170cf6f92dba1nN_3N-4FFZS.html?securityId=rPQe8IbUZRTyY-O1TiOxjbPaISZfaULTwsfG1eR0-oMATh1jiqvqSPPdDCiKesnWfBbhsDTiVa9X23VAbtqrAJ0WZWCrLDLQ5rxSnxxiBAT5
8f651227e0e09cb403d72d67FFdY,腾讯云前端开发-2026届暑期实习生,200-250元/天,[],本科,,腾讯,武汉,刘先生,"交通补助, 五险一金, 股票期权, 年终奖, 公仔周边活动, 包吃, 住房补贴, 零食下午茶, 补充医疗保险, 餐补, 免费健身房, 节日福利, 免费班车, 员工旅游, 定期体检, 带薪年假, 免费早晚餐",https://www.zhipin.com/job_detail/8f651227e0e09cb403d72d67FFdY.html?securityId=JPEa0TnuxXLb1-91ZmLLiJl_4cRnE8ysCi-lni8TpDF1jqoZkxzdzFgKmUC49J5be0cXonauSvKqQXgE2AKda7SesoQlBeKxOMgL-wjUHL-AtoXxryc~
a132f14489232b9503Z-3Nu4EFtR,腾讯游戏-后台开发工程师(深圳),25-50K·15薪,['Golang'],本科,1-3年,腾讯,深圳,文先生,"员工旅游, 交通补助, 包吃, 免费班车, 公仔周边活动, 股票期权, 免费早晚餐, 五险一金, 餐补, 零食下午茶, 年终奖, 节日福利, 住房补贴, 补充医疗保险, 带薪年假, 免费健身房, 定期体检",https://www.zhipin.com/job_detail/a132f14489232b9503Z-3Nu4EFtR.html?securityId=Tk1jbrDg7fxJ4-71bDcGFKZYXy3-hNCfUD2GFE8wl6j4cpQsSDGAYI6vaoN9MIzDdKp_6Tw4g2XsY70zURJFWaAx1LsE4v4PI265O10v-3BFEOmJNIw~
1d696e2c7a2edf351HJ93t2_FFNX,用户研究实习生,150-200元/天,"['深度访谈', '问卷调查']",本科,,腾讯,深圳,王先生,"员工旅游, 补充医疗保险, 免费健身房, 有无线网, 年终奖, 节日福利, 公仔周边活动, 交通补助, 免费班车, 带薪年假, 五险一金, 团建聚餐, 意外险, 定期体检",https://www.zhipin.com/job_detail/1d696e2c7a2edf351HJ93t2_FFNX.html?securityId=wZmyZDDyGfC4c-51lvM4CLAJ0avRUpd60d836srFETu5BbzLdla1o6gR1aXzyXQzCAQbwhoe5CLBDNsO3OwnNgUsvrN0WZtQ6g3u_-eQs0ArAQ~~
c4baf76bdf8a70f403B509u1ElRQ,腾讯云-大数据公有云高级产品架构师(深圳),40-70K·16薪,[],本科,5-10年,腾讯,深圳,杨先生,"交通补助, 带薪年假, 免费健身房, 免费班车, 团建聚餐, 员工旅游, 定期体检, 年终奖, 补充医疗保险, 意外险, 有无线网, 五险一金, 公仔周边活动, 节日福利",https://www.zhipin.com/job_detail/c4baf76bdf8a70f403B509u1ElRQ.html?securityId=MiEOR6zeHi2j9-i1M1IIryZvBIV9OdJOcbo_XMowwEF6kCqCtQatK1PBWAm8uovJjbvEghKHitGcf9SRFT_k7DUPsdnF4UjuTfX8nNhGa6Djcw~~
2739586a67e9de591Hd40t25E1dW,腾娱-后端开发,15-25K·13薪,"['Golang', 'Golang服务端开发经验']",本科,3-5年,腾讯,深圳,江先生,"团建聚餐, 免费健身房, 补充医疗保险, 有无线网, 五险一金, 员工旅游, 公仔周边活动, 免费班车, 带薪年假, 意外险, 交通补助, 节日福利, 年终奖, 定期体检",https://www.zhipin.com/job_detail/2739586a67e9de591Hd40t25E1dW.html?securityId=6woHgnOu-s87D-F1ViloQ5O4-Dj4LuCgur7g-KOHLtnYmupp1mb5imdUjw3l3vPPfPfCJqgY7vLL338HuhDZJwBbw7HWE7UWHjw3H9eavyNn
98d41b15e9963a3e03By2tu9EVZZ,游戏特效,20-30K,"['五险一金', '带薪假期', '周末双休', '二次元']",本科,1-3年,腾讯,深圳,时先生,"公仔周边活动, 交通补助, 补充医疗保险, 有无线网, 团建聚餐, 员工旅游, 年终奖, 节日福利, 定期体检, 免费班车, 意外险, 免费健身房, 五险一金, 带薪年假",https://www.zhipin.com/job_detail/98d41b15e9963a3e03By2tu9EVZZ.html?securityId=PshrTOUF3Sg67-z1c2R22j-Uwp8U9KlkG48J_MMwXiXjvYxlAzrZPCPPRAgJvtWhdDIqNz29ZwRi8xtBeybF_2bRD5JlTjjzxlAETNLue2-8hg~~
956c157c57261bca03Rz3tu5FFVT,数据安全工程师,15-26K,"['Golang', '数据安全', 'Java', '风险建模', 'MySQL', '计算机/信息安全相关专业', '行为分析', '内部风控', '数据挖掘', 'Python']",本科,经验不限,腾讯,武汉,任女士,"包吃, 补充医疗保险, 公仔周边活动, 免费早晚餐, 交通补助, 股票期权, 员工旅游, 定期体检, 免费班车, 零食下午茶, 节日福利, 五险一金, 年终奖, 带薪年假, 餐补, 免费健身房, 住房补贴",https://www.zhipin.com/job_detail/956c157c57261bca03Rz3tu5FFVT.html?securityId=4uC97vOF_1qfS-V1nJb1LFTIcFu4AIeQnZOWKhOUKHOEpBAxrjB0cUc8Mq9EPH7SG0f3H_cQsqQxrSOprZWeqtDYdxC7HLyCxomTvOmGgDMISkLeGFB4
